"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=g&geo=g&sec=g&freq=A&datecode=2020&rtype=s&start=200101&end=202106&chartindexed=2&ctype=linechart&ltype=pin&pin=&rse=0&maptype=0"
"Fri Sep 24 2021 11:31:46 GMT-0700 (PDT)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Hayes Solar, LLC",63974,"NC","Electric utility non-cogen","PV","SUN"
"Haynes",400,"CA","Electric utility","CA,GT,CT,ST","NG"
"Haynes Farm",58332,"NC","Electric utility non-cogen","PV","SUN"
"Haypress",10253,"CA","Electric utility non-cogen","HY","WAT"
"Hays Energy Project",55144,"TX","Electric utility non-cogen","CS","NG"
"Haywood Farm Solar, LLC",61255,"NC","Electric utility non-cogen","PV","SUN"
"Haywood Solar",61733,"TN","Industrial non-cogen","PV","SUN"
"Hayworth Solar",59009,"CA","Electric utility non-cogen","PV","SUN"
"Hazelton",10870,"PA","Electric utility non-cogen","GT","NG,DFO"
"Hazelton B Hydro",54558,"ID","Electric utility non-cogen","HY","WAT"
"Hazlehurst II",60554,"GA","Electric utility non-cogen","PV","SUN"
"Hazlehurst III",62057,"GA","Electric utility non-cogen","PV","SUN"
"Head of U Canal Hydro Project",61217,"ID","Electric utility non-cogen","HY","WAT"
"Headgate Rock",7179,"AZ","Electric utility","HY","WAT"
"Headwaters Wind Farm LLC",58416,"IN","Electric utility non-cogen","WT","WND"
"Healy",6288,"AK","Electric utility","ST","LIG,DFO,WC"
"Heart Mountain",6408,"WY","Electric utility","HY","WAT"
"Heart of Texas Wind Project",61032,"TX","Electric utility non-cogen","WT","WND"
"Heartland Community College",59776,"IL","Commercial non-cogen","WT","WND"
"Heartland Divide Wind Project, LLC",61609,"IA","Electric utility non-cogen","WT","WND"
"Heat Recovery Coke Facility",55066,"IN","Industrial non-cogen","ST","WH"
"Heber City",7111,"UT","Electric utility","IC","NG"
"Heber Geothermal",54689,"CA","Electric utility non-cogen","BT,ST","GEO"
"Heber Solar",58398,"CA","Electric utility non-cogen","PV","SUN"
"Hebron",2266,"NE","Electric utility","GT","DFO"
"Hecate Energy Beacon Solar 1",59315,"CA","Electric utility non-cogen","PV","SUN"
"Hecate Energy Beacon Solar 3",59316,"CA","Electric utility non-cogen","PV","SUN"
"Hecate Energy Beacon Solar 4",59317,"CA","Electric utility non-cogen","PV","SUN"
"Hecate Energy Blair Road LLC",62778,"FL","Electric utility non-cogen","PV","SUN"
"Hector Farm",60577,"NC","Electric utility non-cogen","PV","SUN"
"Heedeh Solar",60157,"NC","Electric utility non-cogen","PV","SUN"
"Held Solar Project",62267,"MN","Electric utility non-cogen","PV","SUN"
"Helen Solar CSG",62706,"MN","Electric utility non-cogen","PV","SUN"
"Heliocentric",57831,"CA","Electric utility non-cogen","PV","SUN"
"Hell Gate",7913,"NY","Electric utility","GT","NG"
"Heller 400M",62438,"NJ","Electric utility non-cogen","PV","SUN"
"Heller Industrial Parks",57869,"NJ","Electric utility non-cogen","PV","SUN"
"Hells Canyon",3013,"OR","Electric utility","HY","WAT"
"Hellyer Solar Farm",62689,"CA","Electric utility non-cogen","PV","SUN"
"Helms Pumped Storage",6100,"CA","Electric utility","PS","WAT"
"Helzel & Schwarzhoff 86",56275,"CA","Electric utility non-cogen","WT","WND"
"Helzel & Schwarzhoff 88 Wind Farm",52165,"CA","Electric utility non-cogen","WT","WND"
"Hemlock Falls",1777,"MI","Electric utility","HY","WAT"
"Hemlock Solar",60207,"NC","Electric utility non-cogen","PV","SUN"
"Hendricks Regional Health",54731,"IN","Commercial non-cogen","IC","DFO"
"Hennepin Island",1911,"MN","Electric utility","HY","WAT"
"Henrico",57356,"VA","Electric utility non-cogen","IC","DFO,LFG"
"Henrietta Peaker",55807,"CA","Electric utility non-cogen","GT","NG"
"Henrietta Solar Project",58975,"CA","Electric utility non-cogen","PV","SUN"
"Henry County",7763,"IN","Electric utility","GT","NG"
"Henry Station",7399,"MI","Electric utility","IC","NG,DFO"
"Henryville Solar RES",59986,"IN","Electric utility","PV","SUN"
"Herbert A Wagner",1554,"MD","Electric utility non-cogen","GT,ST","NG,DFO,BIT,RFO"
"Herbert Farm Solar",58463,"MD","Electric utility","PV","SUN"
"Herington",1283,"KS","Electric utility","IC","DFO"
"Heritage Garden Wind Farm I LLC",58103,"MI","Electric utility non-cogen","WT","WND"
"Herkimer",52057,"NY","Electric utility non-cogen","HY","WAT"
"Hermiston Generating Plant",54761,"OR","Electric utility cogen","CA,CT","NG"
"Hermiston Power Partnership",55328,"OR","Electric utility non-cogen","CA,CT","NG"
"Hernando",61779,"FL","Electric utility non-cogen","IC","LFG"
"Herrings",2572,"NY","Electric utility non-cogen","HY","WAT"
"Hertford Solar Farm",60384,"NC","Electric utility non-cogen","PV","SUN"
"Hertzberg Community (CSG)",63680,"MN","Electric utility non-cogen","PV","SUN"
"Hesperia",59182,"CA","Electric utility non-cogen","PV","SUN"
"Heuvelton",2573,"NY","Electric utility non-cogen","HY","WAT"
"Hew Fulton Farm, LLC",60778,"NC","Electric utility non-cogen","PV","SUN"
"Hewittville Hydroelectric",50268,"NY","Electric utility non-cogen","HY","WAT"
"Hewlett-Packard (HP) - Andover, MA",60099,"MA","Electric utility non-cogen","PV","SUN"
"Heyer CSG",61793,"MN","Electric utility non-cogen","PV","SUN"
"Hibbing",1979,"MN","Electric utility","ST","NG,WDS,SUB"
"Hibiscus Solar Energy Center",62206,"FL","Electric utility","PV","SUN"
"Hickman",162,"CA","Electric utility","HY","WAT"
"Hickory",59829,"NC","Electric utility non-cogen","PV","SUN"
"Hickory Grove #1",62831,"NY","Electric utility non-cogen","PV","SUN"
"Hickory Grove #2",62832,"NY","Electric utility non-cogen","PV","SUN"
"Hickory Ridge Landfill Solar Project",59459,"GA","Electric utility non-cogen","PV","SUN"
"Hickory Run Energy Station",61028,"PA","Electric utility non-cogen","CA,CT","NG"
"Hidalgo Energy Center",55545,"TX","Electric utility non-cogen","CA,CT","NG"
"Hidalgo Wind Farm II",62618,"TX","Electric utility non-cogen","WT","WND"
"Hidalgo Wind Farm LLC",57617,"TX","Electric utility non-cogen","WT","WND"
"Hidden Hollow Energy",57861,"ID","Electric utility non-cogen","IC","LFG"
"Hidden View Dairy, LLC",59260,"IN","Industrial non-cogen","IC","OBG"
"Higgins Generating Station",55687,"NV","Electric utility","CA,CT","NG"
"Higginsville",2131,"MO","Electric utility","GT,IC","NG,DFO"
"Higginsville Solar Farm",61316,"MO","Electric utility non-cogen","PV","SUN"
"High Acres Gas Recovery",50568,"NY","Electric utility non-cogen","IC","LFG"
"High Bridge",1912,"MN","Electric utility","CA,CT","NG"
"High Dam",2574,"NY","Electric utility","HY","WAT"
"High Desert Power Plant",55518,"CA","Electric utility non-cogen","CA,CT","NG"
"High Falls (WI)",4065,"WI","Electric utility","HY","WAT"
"High Falls - Croghan NY",2575,"NY","Electric utility non-cogen","HY","WAT"
"High Falls - Saranac NY",2530,"NY","Electric utility","HY","WAT"
"High Lonesome Mesa LLC",56945,"NM","Electric utility non-cogen","WT","WND"
"High Lonesome Wind Power, LLC",62562,"TX","Electric utility non-cogen","WT","WND"
"High Mesa",58019,"ID","Electric utility non-cogen","WT","WND"
"High Plains",56834,"TX","Electric utility non-cogen","WT","WND"
"High Plains",57040,"WY","Electric utility","WT","WND"
"High Point, Fairfield",56059,"NC","Electric utility","IC","DFO"
"High Point, POLO",57196,"NC","Electric utility","IC","DFO"
"High Point, Pump Station Rd",56260,"NC","Electric utility","IC","DFO"
"High Prairie Wind Farm",62563,"MO","Electric utility non-cogen","WT","WND"
"High Rock Hydro",54896,"NC","Electric utility","HY","WAT"
"High Sheldon Wind Farm",56953,"NY","Electric utility non-cogen","WT","WND"
"High Shoals Hydro (GA)",10121,"GA","Electric utility non-cogen","HY","WAT"
"High Shoals Hydro (NC)",10550,"NC","Electric utility non-cogen","HY","WAT"
"High Sierra Cogeneration Plant",57977,"CA","Electric utility","IC","NG"
"High Sierra Limited",50495,"CA","Electric utility cogen","GT","NG"
"High Street Station",1670,"MA","Electric utility","IC","NG,DFO"
"High Trail Wind Farm LLC",56338,"IL","Electric utility non-cogen","WT","WND"
"High Winds LLC",56075,"CA","Electric utility non-cogen","WT","WND"
"Highgate Falls",6618,"VT","Electric utility","HY","WAT"
"Highland",946,"IL","Electric utility","IC","DFO"
"Highland North Wind Farm",57991,"PA","Electric utility non-cogen","WT","WND"
"Highland Solar Center LLC",59163,"NC","Electric utility non-cogen","PV","SUN"
"Highland Wind Project (IA)",58883,"IA","Electric utility","WT","WND"
"Highland Wind Project (PA)",57139,"PA","Electric utility non-cogen","WT","WND"
"Highlander Solar Station 1",62014,"VA","Electric utility non-cogen","PV","SUN"
"Highwater Solar I",59487,"NC","Electric utility non-cogen","PV","SUN"
"Highway 56 Solar",61409,"TX","Electric utility non-cogen","PV","SUN"
"Higley",2576,"NY","Electric utility non-cogen","HY","WAT"
"Hill AFB LFG Facility, Bldg #737",60349,"UT","Commercial non-cogen","IC","LFG"
"Hillabee Energy Center",55411,"AL","Electric utility non-cogen","CA,CT","NG"
"Hillburn",2628,"NY","Electric utility non-cogen","GT","NG"
"Hillcrest Pump Station",54142,"CO","Electric utility non-cogen","HY","WAT"
"Hillman Power LLC",10346,"MI","Electric utility non-cogen","ST","NG,WDS,TDF"
"Hills Creek",3081,"OR","Electric utility","HY","WAT"
"Hillsboro",56098,"ND","Electric utility","IC","DFO"
"Hillsborough County Resource Recovery",50858,"FL","Electric utility non-cogen","ST","MSN,MSB"
"Hillsborough Hosiery",10036,"NH","Electric utility non-cogen","HY","WAT"
"Hillsdale",1829,"MI","Electric utility","IC","NG,DFO"
"Hilltop Power",61788,"MN","Electric utility non-cogen","WT","WND"
"Hilltopper Wind Project",61735,"IL","Electric utility non-cogen","WT","WND"
"Hilton Head",3318,"SC","Electric utility","GT","DFO"
"Hilton NY Co Gen Plant",58815,"NY","Electric utility cogen","IC","NG"
"Hinds Energy Facility",55218,"MS","Electric utility","CA,GT,CT","NG"
"Hines Energy Complex",7302,"FL","Electric utility","CA,CT","NG,DFO"
"Hinsdale Solar PV",62064,"MA","Electric utility","PV","SUN"
"Hinterland CSG, LLC",63817,"MN","Electric utility non-cogen","PV","SUN"
"Hinton",61615,"OK","Electric utility","PV","SUN"
"Hiram",1493,"ME","Electric utility non-cogen","HY","WAT"
"Hiwassee Dam",2780,"NC","Electric utility","HY","WAT"
"Hoag Hospital Cogen Plant",58223,"CA","Commercial cogen","IC","NG"
"Hobart & William Smith College Gates Rd.",63297,"NY","Commercial non-cogen","PV","SUN"
"Hobart Solar, LLC",58795,"IN","Electric utility non-cogen","PV","SUN"
"Hobbs Generating Station",56458,"NM","Electric utility non-cogen","CA,GT,CT","NG"
"Hodenpyl",1708,"MI","Electric utility","HY","WAT"
"Hoffer Plastics",54523,"IL","Industrial non-cogen","IC","NG"
"Hoffmann LaRoche",10123,"NJ","Industrial cogen","GT","NG"
"Hog Bayou Energy Center",55241,"AL","Electric utility non-cogen","CA,CT","NG"
"Hog Creek Wind Project",61330,"OH","Electric utility non-cogen","WT","WND"
"Hoisington",1286,"KS","Electric utility","IC","NG,DFO"
"Hoist",7115,"MI","Electric utility","HY","WAT"
"Holcomb",108,"KS","Electric utility","ST","NG,SUB"
"Holcombe",4007,"WI","Electric utility","HY","WAT"
"Holden",7848,"MO","Electric utility","GT","NG,DFO"
"Holdrege Solar Center",59713,"NE","Electric utility non-cogen","PV","SUN"
"Holiday Hill Community Wind",62897,"MA","Electric utility non-cogen","WT","WND"
"Holland Energy Facility",55334,"IL","Electric utility","CA,CT","NG"
"Holland Energy Park",59093,"MI","Electric utility","CT","NG"
"Holland Solar",60763,"NJ","Electric utility non-cogen","PV","SUN"
"Hollidays Bridge Hydro",3261,"SC","Electric utility non-cogen","HY","WAT"
"Hollister Solar LLC",59268,"CA","Electric utility non-cogen","PV","SUN"
"Holliston Solar CSG",60731,"MA","Electric utility non-cogen","PV","SUN"
"Holloman Solar Facility",60301,"NM","Electric utility","PV","SUN"
"Hollow Dam Power Partnership",10124,"NY","Electric utility non-cogen","HY","WAT"
"Holly",502,"CO","Electric utility","IC","DFO"
"Holly Swamp Solar, LLC",63695,"NC","Electric utility non-cogen","PV","SUN"
"Hollyfield",61023,"VA","Electric utility","PV","SUN"
"Hollygrove CSG",63051,"NY","Electric utility non-cogen","PV","SUN"
"Holstein 1 Solar Farm",61962,"TX","Electric utility non-cogen","PV","SUN"
"Holstein Plant",58623,"NC","Electric utility non-cogen","PV","SUN"
"Holsum Elm Dairy",58663,"WI","Industrial cogen","IC","OBG"
"Holsum Irish Dairy",62019,"WI","Industrial non-cogen","IC","OBG"
"Holt Dam",12,"AL","Electric utility","HY","WAT"
"Holter",2186,"MT","Electric utility","HY","WAT"
"Holton",1287,"KS","Electric utility","IC","NG,DFO"
"Holtsville",8007,"NY","Electric utility","GT","KER"
"Holtsville Solar Project",61902,"NY","Electric utility non-cogen","PV","SUN"
"Holtwood",3145,"PA","Electric utility non-cogen","HY","WAT"
"Holyoke Solar Cooperative at Mueller",57931,"MA","Electric utility non-cogen","PV","SUN"
"Homer City Generating Station",3122,"PA","Electric utility non-cogen","ST","BIT,DFO"
"Homer Street East",62725,"NY","Electric utility non-cogen","PV","SUN"
"Homer Street West",62724,"NY","Electric utility non-cogen","PV","SUN"
"Hometown Bio Energy LLC",58563,"MN","Electric utility cogen","IC","OBG"
"Honea Path",56132,"SC","Electric utility","IC","DFO"
"Honeysuckle Solar, LLC",63309,"MN","Electric utility non-cogen","PV","SUN"
"Hood Farm Solar, LLC",61256,"NC","Electric utility non-cogen","PV","SUN"
"Hooksett",2359,"NH","Electric utility","HY","WAT"
"Hoonah",7463,"AK","Electric utility","IC","DFO"
"Hooper Bay",6319,"AK","Electric utility","IC","DFO"
"Hooper Solar",60008,"CO","Electric utility non-cogen","PV","SUN"
"Hoopeston Wind LLC",59021,"IL","Electric utility non-cogen","WT","WND"
"Hoosier Wind Project LLC",56878,"IN","Electric utility non-cogen","WT","WND"
"Hoot Lake",1943,"MN","Electric utility","HY,ST","WAT,DFO,SUB"
"Hoover Dam (AZ)",8902,"AZ","Electric utility","HY","WAT"
"Hoover Dam (NV)",154,"NV","Electric utility","HY","WAT"
"Hope Creek LLC",55572,"MN","Electric utility non-cogen","WT","WND"
"Hope Farm Solar, LLC",61840,"RI","Electric utility non-cogen","PV","SUN"
"Hope Solar Farm LLC",63371,"NY","Electric utility non-cogen","PV","SUN"
"Hopewell Cogeneration",10633,"VA","Electric utility cogen","CA,CT","NG,DFO"
"Hopewell Cogeneration NJ",60933,"NJ","Commercial cogen","IC","NG"
"Hopewell Friends",61883,"NC","Electric utility non-cogen","PV","SUN"
"Hopewell Mill",50813,"VA","Industrial cogen","ST","WDS,NG,BLQ,BIT"
"Hopewell Power Station",10771,"VA","Electric utility","ST","NG,WDS"
"Hopewell Valley High School Hybrid",61473,"NJ","Electric utility","PV","SUN"
"Hopkins Hill CSG",63136,"RI","Electric utility non-cogen","PV","SUN"
"Hopkins Ridge Wind",56255,"WA","Electric utility","WT","WND"
"Hopkinton",8108,"IA","Electric utility","IC","DFO"
"Hopkinton CSG",62760,"MA","Electric utility non-cogen","PV","SUN"
"Hopkinton Phase 2",63191,"RI","Electric utility non-cogen","PV","SUN"
"Horizon Solar Energy Center",61021,"FL","Electric utility","PV","SUN"
"Horn",58452,"CA","Electric utility non-cogen","PV","SUN"
"Horn Rapids Solar, Storage and Training",64198,"WA","Electric utility","PV","SUN"
"Horry Land Fill Gas Site",7958,"SC","Electric utility","IC","LFG"
"Horse Butte Wind I, LLC",57890,"ID","Electric utility","WT","WND"
"Horse Creek Wind Farm",60339,"TX","Electric utility non-cogen","WT","WND"
"Horse Hollow Wind Energy Center",56291,"TX","Electric utility non-cogen","WT","WND"
"Horse Mesa",145,"AZ","Electric utility","PS,HY","WAT"
"Horseshoe Bend Hydroelectric Co",54524,"ID","Electric utility non-cogen","HY","WAT"
"Horseshoe Bend Wind LLC",57550,"OR","Electric utility non-cogen","WT","WND"
"Horseshoe Bend Wind Park",56591,"MT","Electric utility non-cogen","WT","WND"
"Horseshoe Lake",2951,"OK","Electric utility","GT,ST","NG"
"Hospital Rd Community Solar Farm CSG",62155,"NY","Electric utility non-cogen","PV","SUN"
"Hot Spring Generating Facility",55418,"AR","Electric utility","CA,CT","NG"
"Houghton",60454,"NY","Electric utility non-cogen","PV","SUN"
"Houma",1439,"LA","Electric utility","ST","NG"
"Houston Chemical Complex Battleground",50043,"TX","Industrial cogen","CA,CT","NG,OG"
"Houston Plant",52065,"TX","Industrial cogen","ST","WH"
"Houston/Winona Community Solar One LLC",63534,"MN","Electric utility non-cogen","PV","SUN"
"Houweling Nurseries",58432,"CA","Electric utility cogen","IC","NG"
"Howard Down",2434,"NJ","Electric utility","GT","NG"
"Howard Wind Farm",57867,"NY","Electric utility non-cogen","WT","WND"
"Howell CSG",63107,"NY","Electric utility non-cogen","PV","SUN"
"Howell Midland Farm, LLC",60312,"NC","Electric utility non-cogen","PV","SUN"
"Howell Solar",60728,"NJ","Electric utility non-cogen","PV","SUN"
"Howland CSG",63055,"NY","Electric utility non-cogen","PV","SUN"
"Hudson",64110,"MA","Electric utility non-cogen","PV","SUN"
"Hudson Avenue",2496,"NY","Electric utility","GT","KER"
"Hudson Falls Hydroelectric Project",54953,"NY","Electric utility non-cogen","HY","WAT"
"Huerfano River Wind",58548,"CO","Electric utility non-cogen","WT","WND"
"Hugo",6772,"OK","Electric utility","ST","DFO,SUB"
"Hugoton 2",7011,"KS","Electric utility","IC","NG,DFO"
"Hull Wind II",56800,"MA","Electric utility","WT","WND"
"Humboldt Bay",246,"CA","Electric utility","IC","NG,DFO"
"Humboldt Sawmill Company",50049,"CA","Industrial cogen","ST","WDS,DFO"
"Humpback Creek",7042,"AK","Electric utility","HY","WAT"
"Huneke CSG 1, LLC",63820,"MN","Electric utility non-cogen","PV","SUN"
"Huneke CSG 2, LLC",63821,"MN","Electric utility non-cogen","PV","SUN"
"Huneke I CSG",61505,"MN","Electric utility non-cogen","PV","SUN"
"Huneke II CSG",62139,"MN","Electric utility non-cogen","PV","SUN"
"Hungry Horse",2203,"MT","Electric utility","HY","WAT"
"Hunlock Power Station",3176,"PA","Electric utility non-cogen","CA,CT","NG"
"Hunlock Unit 4",56397,"PA","Electric utility non-cogen","GT","NG"
"Hunt Farm Solar",59820,"MA","Electric utility non-cogen","PV","SUN"
"Hunt Road Solar",59927,"MA","Electric utility non-cogen","PV","SUN"
"Hunter",6165,"UT","Electric utility","ST","RC,DFO"
"Hunterdon Health System Solar Project",62225,"NJ","Electric utility non-cogen","PV","SUN"
"Hunterstown",3110,"PA","Electric utility non-cogen","GT","NG,DFO"
"Hunterstown Power Plant",55976,"PA","Electric utility non-cogen","CA,CT","NG"
"Huntersville Delivery No 2",56550,"NC","Electric utility","IC","DFO"
"Huntington",8069,"UT","Electric utility","ST","BIT,DFO"
"Huntington Falls",50713,"VT","Electric utility","HY","WAT"
"Huntington Resource Recovery Facility",50656,"NY","Electric utility non-cogen","ST","MSN,MSB,PG"
"Huntley",63271,"SC","Electric utility non-cogen","PV","SUN"
"Huron",3344,"SD","Electric utility","GT","NG"
"Huron Solar Station",57523,"CA","Electric utility","PV","SUN"
"Hurricane City Power",57899,"UT","Electric utility","IC","NG,DFO"
"Hurricane Creek Lift Station",61267,"IN","Electric utility","IC","DFO"
"Hurteau Solar Project Hybrid",63468,"MA","Electric utility non-cogen","PV","SUN"
"Husky Solar",59510,"NC","Electric utility non-cogen","PV","SUN"
"Hutchinson Energy Center",1248,"KS","Electric utility","GT,IC","NG,DFO"
"Hutchinson Farm",59564,"NC","Electric utility non-cogen","PV","SUN"
"Hutchinson Plant #1",1980,"MN","Electric utility","IC","NG,DFO"
"Hutchinson Plant #2",6358,"MN","Electric utility","GT,CT","NG"
"Hwy 14 Holdco Solar CSG",60834,"MN","Electric utility non-cogen","PV","SUN"
"Hyacinth Solar, LLC",63312,"MN","Electric utility non-cogen","PV","SUN"
"Hydaburg",423,"AK","Electric utility","IC","DFO"
"Hyder II Hybrid",58383,"AZ","Electric utility","PV","SUN"
"Hyder Solar Hybrid",57563,"AZ","Electric utility","PV","SUN"
"Hydra Community Solar Garden, LLC (CSG)",63629,"MN","Electric utility non-cogen","PV","SUN"
"Hydraulic Race",2578,"NY","Electric utility non-cogen","HY","WAT"
"Hydro II",7034,"UT","Electric utility","HY","WAT"
"Hydro III",3675,"UT","Electric utility","HY","WAT"
"Hydro Kennebec Project",54148,"ME","Electric utility non-cogen","HY","WAT"
"Hydro Plant",1856,"MI","Electric utility","HY","WAT"
"Hydro Plant No 3",925,"UT","Electric utility","HY","WAT"
"Hyland LFGTE Facility",56987,"NY","Electric utility non-cogen","IC","LFG"
"Hyline Solar Center, LLC",60331,"OR","Electric utility non-cogen","PV","SUN"
"Hyperion Treatment Plant CHP Plant",60960,"CA","Electric utility non-cogen","GT","NG,OBG"
"I 95 Landfill Phase II",54723,"VA","Electric utility non-cogen","IC","LFG"
"I25 Battery Storage",62373,"CO","Electric utility","BA","MWH"
"IA - City of Ames - Airport Road",64179,"IA","Electric utility non-cogen","PV","SUN"
"IBM Solar",63869,"CO","Electric utility non-cogen","PV","SUN"
"IBM West",56269,"MN","Electric utility","IC","DFO"
"ID Solar",60445,"ID","Electric utility non-cogen","PV","SUN"
"IFF Hazlet",60709,"NJ","Electric utility non-cogen","PV","SUN"
"IFF Union Beach Project",62306,"NJ","Electric utility non-cogen","PV","SUN"
"IGS CC, LLC",63428,"DC","Electric utility non-cogen","PV","SUN"
"IGS East Central, LLC",64329,"IL","Electric utility non-cogen","PV","SUN"
"IGS FE Trenton, LLC",63626,"NJ","Electric utility non-cogen","PV","SUN"
"IGS Solar I - BWI2",61465,"MD","Electric utility non-cogen","PV","SUN"
"IGS Solar I - BWI5",61358,"MD","Electric utility non-cogen","PV","SUN"
"IGS Solar I - EWR5",61359,"NJ","Electric utility non-cogen","PV","SUN"
"IGS Solar I - EWR6",61360,"NJ","Electric utility non-cogen","PV","SUN"
"IGS Stockton DG CSG",64124,"IL","Electric utility non-cogen","PV","SUN"
"IKEA Canton Rooftop PV System",62677,"MI","Commercial non-cogen","PV","SUN"
"IKEA College Park 411",58015,"MD","Commercial non-cogen","PV","SUN"
"IKEA Conshohocken Rooftop PV System",61819,"PA","Commercial non-cogen","PV","SUN"
"IKEA Grand Prairie Rooftop PV System",61309,"TX","Electric utility non-cogen","PV","SUN"
"IKEA Jacksonville Rooftop PV System",61821,"FL","Commercial non-cogen","PV","SUN"
"IKEA Joliet Rooftop PV System",61192,"IL","Commercial non-cogen","PV","SUN"
"IKEA Las Vegas 462",61193,"NV","Commercial non-cogen","PV","SUN"
"IKEA Live Oak Rooftop PV System",62152,"TX","Commercial non-cogen","PV","SUN"
"IKEA Memphis 508",61211,"TN","Commercial non-cogen","PV","SUN"
"IKEA Miami 327",61173,"FL","Commercial non-cogen","PV","SUN"
"IKEA New Haven Rooftop PV &  Fuel Cell",61820,"CT","Commercial non-cogen","PV","SUN"
"IKEA Norfolk Rooftop PV System",62355,"VA","Commercial non-cogen","PV","SUN"
"IKEA Oak Creek Rooftop PV System",61816,"WI","Commercial non-cogen","PV","SUN"
"IKEA Perryville 460",58014,"MD","Commercial non-cogen","PV","SUN"
"IKEA Round Rock 027",58013,"TX","Commercial non-cogen","PV","SUN"
"IKEA Savannah 490",58011,"GA","Commercial non-cogen","PV","SUN"
"IKEA St. Louis 410",59714,"MO","Commercial non-cogen","PV","SUN"
"IKEA Tampa 042",58012,"FL","Commercial non-cogen","PV","SUN"
"IKEA Tejon 345",58028,"CA","Commercial non-cogen","PV","SUN"
"IKEA Westhampton 061",58016,"NJ","Commercial non-cogen","PV","SUN"
"ILR Landfill",60375,"NJ","Electric utility non-cogen","PV","SUN"
"IMEA Flora",56116,"IL","Electric utility","IC","DFO"
"IMPA Anderson Solar Park",60253,"IN","Electric utility","PV","SUN"
"IMPA Anderson Solar Park 2",61054,"IN","Electric utility","PV","SUN"
"IMPA Crawfordsville Solar Park",59483,"IN","Electric utility","PV","SUN"
"IMPA Frankton Solar Park",59479,"IN","Electric utility","PV","SUN"
"IMPA Huntingburg Solar Park",60251,"IN","Electric utility","PV","SUN"
"IMPA Pendleton Solar Park",59770,"IN","Electric utility","PV","SUN"
"IMPA Peru Solar Park",59481,"IN","Electric utility","PV","SUN"
"IMPA Rensselaer Solar Park",59480,"IN","Electric utility","PV","SUN"
"IMPA Richmond Solar Park",59478,"IN","Electric utility","PV","SUN"
"IMPA Tell City Solar Park",59482,"IN","Electric utility","PV","SUN"
"IMPA Washington Solar Park",60252,"IN","Electric utility","PV","SUN"
"IND Community Solar Farm 1st Phase",58391,"IN","Electric utility non-cogen","PV","SUN"
"IND Solar Farm (Phase IIA)",59424,"IN","Electric utility non-cogen","PV","SUN"
"INDY III",59823,"IN","Electric utility non-cogen","PV","SUN"
"IOS - ERW9",61466,"NJ","Electric utility non-cogen","PV","SUN"
"IOS - MEW Phase 1",61460,"ME","Electric utility non-cogen","PV","SUN"
"IOS II-LAX9",63414,"CA","Electric utility non-cogen","PV","SUN"
"IP Springfield Oregon",50191,"OR","Industrial cogen","ST","NG,BLQ"
"IRC Generator Facility",56899,"AZ","Electric utility","IC","DFO"
"IRE Solar I, LLC",61717,"NY","Electric utility non-cogen","PV","SUN"
"ISH Solar Central, LLC",57799,"NJ","Electric utility non-cogen","PV","SUN"
"ISH Solar Hospital Downey",57841,"CA","Electric utility non-cogen","PV","SUN"
"ISH Solar Hospital SDMC",57840,"CA","Electric utility non-cogen","PV","SUN"
"ISM Solar Cranston CSG",63718,"RI","Electric utility non-cogen","PV","SUN"
"ISM Solar Dighton 2, LLC CSG",63562,"MA","Electric utility non-cogen","PV","SUN"
"ITT Cogen Facility",52021,"IL","Commercial cogen","GT","NG"
"IVC Solar",61692,"CA","Electric utility non-cogen","PV","SUN"
"Iatan",6065,"MO","Electric utility","ST","DFO,SUB"
"Ice Harbor",3925,"WA","Electric utility","HY","WAT"
"Ida Grove II",62795,"IA","Electric utility","WT","WND"
"Ida Grove Wind",60342,"IA","Electric utility","WT","WND"
"Illinois PV Fulton 1 CSG",63790,"IL","Electric utility non-cogen","PV","SUN"
"Imboden Solar Garden",61753,"CO","Electric utility non-cogen","PV","SUN"
"Imclone Solar Electric Facility",59631,"NJ","Commercial non-cogen","PV","SUN"
"Imeson Solar",63186,"FL","Electric utility non-cogen","PV","SUN"
"Impact Solar 1",63222,"TX","Electric utility non-cogen","PV","SUN"
"Imperial Savannah LP",50146,"GA","Industrial cogen","ST","NG,BIT"
"Imperial Solar Energy Center South",57490,"CA","Electric utility non-cogen","PV","SUN"
"Imperial Solar Energy Center West",57491,"CA","Electric utility non-cogen","PV","SUN"
"Imperial Valley Solar Co (IVSC) 2, LLC",59657,"CA","Electric utility non-cogen","PV","SUN"
"Imperial Valley Solar Company 1 LLC",58062,"CA","Electric utility","PV","SUN"
"Imperial Valley Solar, LLC",56917,"CA","Electric utility non-cogen","PV","SUN"
"Improvement Dst No. 4",57895,"CA","Commercial non-cogen","PV","SUN"
"Inadale Wind Farm LLC Hybrid",56984,"TX","Electric utility non-cogen","WT","WND"
"Incom Solar, LLC CSG",63563,"MA","Electric utility non-cogen","PV","SUN"
"Indeck Corinth Energy Center",50458,"NY","Electric utility cogen","CA,CT","NG,DFO"
"Indeck Jonesboro Energy Center",10765,"ME","Electric utility non-cogen","ST","WDS,PG"
"Indeck Olean Energy Center",54076,"NY","Electric utility cogen","CA,CT","NG,DFO"
